sample,host,viruses,count_viruses
105976-067-004,snsv pt ilar,"['Picornavirales sp.', 'Strawberry necrotic shock virus', 'Bemisia tabaci dicistro-like virus 1', 'Bloodroot marafivirus', 'Sadwavirus rubi', 'Glehnia littoralis marafivirus', 'Idaeovirus rubi', 'Cotoneaster microphyllus picorna-like virus', 'Plasmopara viticola lesion associated dicistro-like virus 1', 'Blackberry virus Z']",10
105976-067-007,snsv pt ilar,"['Picornavirales sp.', 'Caudoviricetes sp.', 'Idaeovirus rubi', 'Strawberry necrotic shock virus', 'Bemisia tabaci dicistro-like virus 1', 'Sadwavirus rubi', 'Bloodroot marafivirus', 'Botourmiaviridae sp.', 'Glehnia littoralis marafivirus', 'Microvirus sp.', 'Cotoneaster microphyllus picorna-like virus', 'Plasmopara viticola lesion associated dicistro-like virus 1', 'Blackberry virus Z']",13
105976-067-008,aplpv pt ilar,"['Koper noda-like virus 4', 'Tetranychus urticae-associated picorna-like virus 1']",2
105976-067-009,aplpv pt ilar,"['Cherry virus A', 'Prune dwarf virus', 'Little cherry virus 2', 'Partitiviridae sp.', 'Iflavirus aladeformis', 'Ilarvirus APLPV']",6
105976-067-010,aplpv pt ilar,"['Iltovirus gallidalpha1', 'Koper noda-like virus 4', 'Tetranychus urticae-associated picorna-like virus 1']",3
105976-067-011,aplpv pt ilar,"['Penoulivirus alphaplasmoparae', 'Prune dwarf virus', 'Iltovirus gallidalpha1', 'Victoria bee virus 2', 'Pteropus rufus felisavirus 1', 'Prunus necrotic ringspot virus']",6
105976-067-012,aplpv pt ilar,"['Penoulivirus alphaplasmoparae', 'Prune dwarf virus', 'Iltovirus gallidalpha1', 'Victoria bee virus 2', 'Pteropus rufus felisavirus 1', 'Prunus necrotic ringspot virus']",6
105976-067-013,aplpv pt ilar,"['Cherry virus A', 'Prune dwarf virus', 'Little cherry virus 2', 'Iltovirus gallidalpha1', 'Ilarvirus APLPV', 'Iflavirus aladeformis', 'Partitiviridae sp.']",7
105976-067-014,strelitzia,"['Picornavirales sp.', 'Iltovirus gallidalpha1', 'Botourmiaviridae sp.']",3
105976-067-015,solanum betaceum,['Iltovirus gallidalpha1'],1
105976-067-016,spondias,"['Iltovirus gallidalpha1', 'Aristotelia chilensis virus 1', 'Caudoviricetes sp.', 'Microvirus sp.']",4
105976-067-017,spondias,"['Aristotelia chilensis virus 1', 'Caudoviricetes sp.']",2
105976-067-018,calibrachoa,['Iltovirus gallidalpha1'],1
105976-067-019,petunia,"['Iltovirus gallidalpha1', 'Prunus necrotic ringspot virus', 'Prune dwarf virus']",3
105976-068-002,dypsis,['Iltovirus gallidalpha1'],1
105976-068-003,ficus microcarpa,['Iltovirus gallidalpha1'],1
105976-070-002,physalis peruviana,['Tobacco mosaic virus'],1
105976-070-003,capsicum,"['Iltovirus gallidalpha1', 'Tobacco mosaic virus', 'Insect narna-like virus 1', 'Pepper cryptic virus 2']",4
105976-070-004,capsicum,"['Petuvirus venapetuniae', 'Iltovirus gallidalpha1', 'Insect narna-like virus 1', 'Pepper cryptic virus 2']",4
105976-070-005,chamaedorea elegans,['Iltovirus gallidalpha1'],1
105976-070-006,tulipa,['Iltovirus gallidalpha1'],1
105976-070-007,unknown,"['Petuvirus venapetuniae', 'Iltovirus gallidalpha1', 'Nepovirus lycopersici']",3
105976-070-008,phlox,"['Iltovirus gallidalpha1', 'Nepovirus lycopersici']",2
106486-001-002,solanum betaceum,['Iltovirus gallidalpha1'],1
106486-001-003,solanum betaceum,['Iltovirus gallidalpha1'],1
106486-001-004,physalis peruviana,"['Iltovirus gallidalpha1', 'Orf virus']",2
106486-001-005,prunus laurocerasus,['Iltovirus gallidalpha1'],1
106486-001-006,alstroemeria,"['Iltovirus gallidalpha1', 'Orf virus']",2
106486-004-002,dracaena sanderiana,['Caulimovirus venafragariae'],1
106486-004-003,dracaena,['Caulimovirus venafragariae'],1
106486-005-002,chenopodium amaranticolor,"['Paris mosaic virus 1', 'Nepovirus tunisiaense', 'Cherry rosette virus', 'Caudoviricetes sp.']",4
106486-005-003,chenopodium quinoa,"['Cherry rosette virus', 'Paris mosaic virus 1', 'Nepovirus sichuanense', 'Nepovirus tunisiaense']",4
106486-005-004,prunus avium,"['Nepovirus tunisiaense', 'Cherry rosette virus', 'Paris mosaic virus 1', 'Caudoviricetes sp.']",4
106486-005-006,malus domestica,"['Cherry rosette virus', 'Paris mosaic virus 1', 'Nepovirus sichuanense', 'Nepovirus tunisiaense']",4
106486-005-007,prunus avium,"['Cherry rosette virus', 'Paris mosaic virus 1', 'Nepovirus sichuanense', 'Nepovirus tunisiaense']",4
106486-005-009,awara,['Caudoviricetes sp.'],1
106486-005-011,ipomaea batatas,['Caudoviricetes sp.'],1
106486-007-002,torsv,['Nepovirus lycopersici'],1
106486-007-003,torsv,['Nepovirus lycopersici'],1
106486-008-004,physalis peruviana,['Potyvirus trompetae'],1
106486-008-005,physalis peruviana,['Potyvirus trompetae'],1
106486-010-003,phalaenopsis,"['Solendovirus venanicotianae', 'Badnavirus vitis']",2
106486-010-004,phalaenopsis,"['Caulimovirus tessellodahliae', 'Banana streak virus']",2
106486-010-005,phalaenopsis,"['Caulimovirus tessellodahliae', 'Badnavirus vitis', 'Banana streak virus']",3
106486-010-006,unknown,['Solendovirus venanicotianae'],1
106486-011-004,unknown,['Solendovirus venanicotianae'],1
106486-011-005,unknown,['Solendovirus venanicotianae'],1
106486-011-006,unknown,['Solendovirus venanicotianae'],1
106486-011-007,unknown,['Solendovirus venanicotianae'],1
106486-011-008,unknown,['Solendovirus venanicotianae'],1
106486-015-002,phalaenopsis,['Caulimovirus venafragariae'],1
106486-015-003,phalaenopsis,['Caulimovirus venafragariae'],1
106486-018-004,ipomaea batatas,"['Badnavirus occultipomeae', 'Caulimovirus sp.', 'Caudoviricetes sp.', 'Sweet potato badnavirus B']",4
106486-018-005,ipomaea batatas,"['Badnavirus occultipomeae', 'Caulimovirus sp.', 'Caudoviricetes sp.', 'Sweet potato badnavirus B']",4
